tab_id,col_id,row_id,label,context,entity
GWM06100907I149,1,25,Poland,"['nan', 'nan', 'SDOD25', 'concentration camps operated by Nazi Germany', '13000.0', 'Q32392799', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,26,Lithuania,"['nan', 'nan', 'IX Fort', 'nan', 'nan', 'nan', 'nan', 'nan', 'SDOD26', 'nan']",http://www.wikidata.org/entity/Q37
GWM06100907I149,1,27,Poland,"['nan', 'nan', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,28,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'SDOD28', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,29,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Rhede (Ems)']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,30,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,31,Serbia,"['nan', 'nan', 'SDOD31', 'nan', 'nan', 'Svetozar Vujković', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q403
GWM06100907I149,1,32,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Germany', 'Annener Gussstahlwerk', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,33,Germany,"['nan', 'nan', 'nan', 'nan', 'SDOD33', '1944-11-01T00:00:00Z', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,34,Nazi Germany,"['nan', 'SDOD34', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q7318
GWM06100907I149,1,35,Poland,"['nan', 'nan', 'Arbeit macht frei', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'Auschwitz', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,36,Estonia,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q191
GWM06100907I149,1,37,Poland,"['?', 'nan', 'nan', 'nan', 'nan', 'Poland', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,38,Poland,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Zuchthaus Sonnenburg', 'nan', 'Poland']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,39,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,40,Croatia,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q224
GWM06100907I149,1,41,Austria,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q40
GWM06100907I149,1,42,Germany,"['nan', 'nan', 'Halberstadt', 'nan', 'Langenstein-Zwieberge concentration camp', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,43,Germany,"['nan', 'SDOD43', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,44,Nazi Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SDOD44']",http://www.wikidata.org/entity/Q7318
GWM06100907I149,1,45,Poland,"['nan', 'Rudolf Höss', 'UTC+01:00', 'nan', '1940-05-20T00:00:00Z', 'Poland', 'nan', 'nan', 'nan', 'vs68bfvd3s5cm4p']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,46,Germany,"['nan', 'Wietmarschen', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,47,Germany,"['nan', 'nan', 'nan', 'nan', 'KZ-Außenlager Blankenburg-Regenstein', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,48,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Ahrensbök', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,49,Germany,"['Nordhausen', '?', 'nan', 'nan', 'nan', 'nan', 'nan', 'SDOD49', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,50,Germany,"['nan', 'nan', 'Germany', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Gestapo-Lager Neue Bremm (Saarbrücken)']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,51,Germany,"['nan', 'nan', 'nan', 'nan', 'SDOD51', 'nan', 'nan', 'Germany', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,52,Germany,"['nan', 'nan', '1938-05-01T00:00:00Z', 'nan', 'nan', 'nan', 'nan', 'Flossenbürg concentration camp memorial site', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,53,Germany,"['SDOD53', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,54,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,55,Netherlands,"['nan', 'nan', 'Netherlands', '0000 0001 1497 7419', 'Hooghalen', 'Kamp Westerbork', 'nan', 'nan', 'nan', '1942-01-01T00:00:00Z']",http://www.wikidata.org/entity/Q55
GWM06100907I149,1,56,Poland,"['nan', '?', 'nan', 'nan', 'Kamp Dorohucza', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,57,Germany,"['nan', 'nan', 'Roßlau (Elbe)', 'nan', 'nan', 'nan', 'Germany', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,58,Belgium,"['Breendonk', 'nan', 'national redoubt of Belgium', 'nan', 'nan', 'nan', 'nan', 'Belgium', 'nan', 'Willebroek']",http://www.wikidata.org/entity/Q31
GWM06100907I149,1,59,Germany,"['nan', 'Q12002676', 'nan', 'nan', 'http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Nazi%20concentration%20camps.jpg', 'nan', '?', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,60,Austria,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Austria', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q40
GWM06100907I149,1,61,Netherlands,"['nan', 'nan', 'Vught', ""'s-Hertogenbosch"", 'Netherlands', 'nan', 'nan', 'Q104688858', 'nan', 'nan']",http://www.wikidata.org/entity/Q55
GWM06100907I149,1,62,Germany,"['nan', 'nan', 'nan', 'nan', 'http://commons.wikimedia.org/wiki/Special:FilePath/Pincerno%20-%20Georgsburg.png', 'nan', 'nan', 'Hammerbrook', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,63,Germany,"['0000 0001 2323 7383', 'nan', 'nan', 'nan', 'nan', 'Ravensbrück', 'Ravensbrück concentration camp', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,64,Serbia,"['nan', 'nan', 'Serbia', 'nan', 'nan', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q403
GWM06100907I149,1,65,Poland,"['?', 'SDOD65', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,66,Germany,"['nan', 'nan', 'SDOD66', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,67,Germany,"['nan', 'nan', 'http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Nazi%20concentration%20camps.jpg', 'Neuengamme concentration camp', 'nan', 'nan', 'nan', 'nan', 'nan', 'concentration camps operated by Nazi Germany']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,68,Germany,"['Büren', 'nan', 'nan', 'nan', 'nan', 'Niederhagen concentration camp', 'nan', 'nan', 'Büren', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,69,Germany,"['nan', 'SDOD69', 'nan', 'nan', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,70,France,"['nan', 'WikiProject Human Rights', 'nan', 'nan', 'Natzweiler-Struthof concentration camp', 'nan', 'nan', 'European Heritage Label', 'nan', 'nan']",http://www.wikidata.org/entity/Q142
GWM06100907I149,1,71,"Poland, Nazi Germany","['nan', 'UTC+02:00', 'nan', 'Sztutowo', 'nan', 'nan', 'nan', 'Stutthof concentration camp', 'Natzweiler-Struthof concentration camp', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,72,Czech Republic,"['nan', 'Czech Republic', 'nan', 'nan', 'nan', 'nan', 'nan', 'Blansko District', 'nan', 'Hodonínek']",http://www.wikidata.org/entity/Q213
GWM06100907I149,1,73,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Südharz']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,74,France,"['nan', 'SDOD74', 'France', 'Gurs', 'nan', 'nan', 'nan', 'nan', 'nan', 'Camp de Gurs']",http://www.wikidata.org/entity/Q142
GWM06100907I149,1,75,Latvia,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Riga', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q211
GWM06100907I149,1,76,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,77,France,"['Metz', 'nan', 'nan', '1868-01-01T00:00:00Z', 'nan', 'nan', 'nan', 'nan', 'SDOD77', 'nan']",http://www.wikidata.org/entity/Q142
GWM06100907I149,1,78,"Germany, Nazi Germany","['nan', 'Category:People who died in Buchenwald concentration camp', 'nan', 'nan', 'UTC+02:00', 'nan', 'nan', 'nan', 'nan', '1937-07-01T00:00:00Z']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,79,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,80,Belarus,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Belarus', 'Category:People who died in Maly Trostenets extermination camp', 'nan', 'nan']",http://www.wikidata.org/entity/Q184
GWM06100907I149,1,81,Austria,"['concentration camps operated by Nazi Germany', 'Steyr', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SDOD81', 'nan']",http://www.wikidata.org/entity/Q40
GWM06100907I149,1,82,Austria,"['nan', 'nan', 'nan', 'Mauthausen', 'SDOD82', 'Category:People who died in Mauthausen concentration camp', '1938-08-08T00:00:00Z', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q40
GWM06100907I149,1,83,France,"['nan', 'nan', 'nan', '?', 'Compiègne', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q142
GWM06100907I149,1,84,France,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Natzweiler-Struthof concentration camp', '1940-01-01T00:00:00Z']",http://www.wikidata.org/entity/Q142
GWM06100907I149,1,85,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Blumenthal']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,86,Poland,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Poland', 'concentration camps operated by Nazi Germany']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,87,Poland,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,88,Netherlands,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Kamp Amersfoort', 'Netherlands', 'nan']",http://www.wikidata.org/entity/Q55
GWM06100907I149,1,89,"Poland, Nazi Germany","['nan', 'KZ Gross-Rosen', 'nan', 'nan', 'http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Nazi%20concentration%20camps.jpg', 'nan', 'nan', 'nan', '40000.0', 'nan']",http://www.wikidata.org/entity/Q36
GWM06100907I149,1,90,"Germany, Nazi Germany","['SDOD90', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,91,Germany,"['nan', 'nan', 'Lichtenburg concentration camp', 'nan', 'UTC+02:00', 'nan', 'nan', 'SDOD91', 'nan', 'Lichtenburg']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,92,Germany,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,93,Germany,"['Germany', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SDOD93', 'Börgermoor concentration camp']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,94,Belgium,"['nan', 'nan', 'nan', '1944-09-01T00:00:00Z', 'concentration camps operated by Nazi Germany', 'Mechelen', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q31
GWM06100907I149,1,95,France,"['nan', 'nan', 'nan', 'nan', 'Le Vernet', 'concentration camps operated by Nazi Germany', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q142
GWM06100907I149,1,96,Germany,"['nan', 'nan', 'nan', 'SDOD96', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,97,Germany,"['Bad Gandersheim', 'nan', 'nan', 'nan', 'Kloster Brunshausen', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,98,Germany,"['1912-01-01T00:00:00Z', 'nan', 'nan', 'nan', 'nan', 'SDOD98', 'Karl-Liebknecht-Haus (Berlin)', 'nan', 'Karl-Liebknecht-Haus', 'nan']",http://www.wikidata.org/entity/Q183
GWM06100907I149,1,99,"Austria, Nazi Germany","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'nan', 'SDOD99']",http://www.wikidata.org/entity/Q40
GWM06100907I149,2,0,Terezín,"['Category:People who died in the Theresienstadt Ghetto', '1941-11-01T00:00:00Z', 'nan', 'nan', 'Terezín', 'nan', 'nan', 'Theresienstadt concentration camp', 'SDOD0', 'nan']",http://www.wikidata.org/entity/Q523489
GWM06100907I149,2,1,Drancy,"['Drancy camp', 'nan', 'France', 'nan', 'nan', 'nan', 'nan', 'nan', '?', 'nan']",http://www.wikidata.org/entity/Q201348
GWM06100907I149,2,2,Chaidari Municipality,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'nan']",http://www.wikidata.org/entity/Q25161986
GWM06100907I149,2,3,Dachau,"['nan', 'nan', 'Germany', 'nan', '41500.0', 'SDOD3', 'nan', 'concentration camps operated by Nazi Germany', 'Arbeit macht frei', 'Armenian Soviet Encyclopedia']",http://www.wikidata.org/entity/Q7077
GWM06100907I149,2,4,Kraków,"['nan', 'nan', '9000.0', 'nan', 'nan', 'SDOD4', 'nan', 'nan', 'German Nazi concentration camp in Płaszów', 'nan']",http://www.wikidata.org/entity/Q31487
GWM06100907I149,2,5,"Dubica, Jasenovac, Sisak-Moslavina County","['Independent State of Croatia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Jasenovac', 'Category:People who died in Jasenovac concentration camp', 'Sisak-Moslavina County']",http://www.wikidata.org/entity/Q180290
GWM06100907I149,2,6,Stadtallendorf,"['nan', 'nan', 'Stadtallendorf', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Germany']",http://www.wikidata.org/entity/Q573514
GWM06100907I149,2,7,Munich,"['nan', 'nan', 'nan', '?', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q1726
GWM06100907I149,2,8,Trieste,"['nan', 'nan', 'nan', '?', 'UTC+02:00', 'nan', 'SDOD8', 'nan', 'nan', 'Risiera di San Sabba']",http://www.wikidata.org/entity/Q546
GWM06100907I149,2,9,Celle,"['SDOD9', 'nan', 'Category:People who died in Bergen-Belsen concentration camp', 'Celle', 'nan', 'nan', 'nan', '70000.0', 'nan', 'nan']",http://www.wikidata.org/entity/Q5919
GWM06100907I149,2,10,Ebensee,"['nan', 'Ebensee', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q699616
GWM06100907I149,2,11,Esterwegen,"['Esterwegen', 'nan', 'Esterwegen concentration camp', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', '1933-06-20T00:00:00Z']",http://www.wikidata.org/entity/Q673391
GWM06100907I149,2,13,Rhineland-Palatinate,"['nan', 'SDOD13', 'nan', 'Hinzert concentration camp', 'nan', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q1200
GWM06100907I149,2,14,Kosów Lacki,"['Treblinka I', 'nan', 'Category:People who died in Treblinka extermination camp', 'nan', 'nan', 'Kosów Lacki', '800000.0', 'Treblinka extermination camp', 'nan', 'nan']",http://www.wikidata.org/entity/Q1025320
GWM06100907I149,2,15,Wolfsburg,"['nan', 'nan', 'nan', 'nan', '1942-10-01T00:00:00Z', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q3014
GWM06100907I149,2,16,Schwarzheide,"['nan', 'nan', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'Germany', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q584474
GWM06100907I149,2,17,Oranienburg,"['nan', 'nan', 'nan', 'nan', 'Q32381483', 'nan', 'nan', 'Oranienburg', 'nan', 'nan']",http://www.wikidata.org/entity/Q14808
GWM06100907I149,2,18,Walchum,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q592746
GWM06100907I149,2,19,Ohrdruf,"['nan', 'nan', 'nan', 'nan', 'Germany', 'concentration camps operated by Nazi Germany', 'nan', 'nan', '7000.0', 'nan']",http://www.wikidata.org/entity/Q502714
GWM06100907I149,2,23,Weferlingen,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'SDOD23', 'nan', 'nan']",http://www.wikidata.org/entity/Q2554197
GWM06100907I149,2,24,Feldmoching-Hasenbergl,"['Feldmoching-Hasenbergl', 'WikiProject Human Rights', 'KZ-Außenlager Allach', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'SDOD24', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q252173
GWM06100907I149,2,25,Działdowo,"['nan', 'nan', 'nan', 'nan', 'nan', 'SDOD25', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q983720
GWM06100907I149,2,26,Kaunas,"['nan', 'nan', 'nan', 'nan', 'nan', '?', 'IX Fort', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q4115712
GWM06100907I149,2,28,Südheide,"['nan', 'Südheide', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q17456671
GWM06100907I149,2,29,Rhede (Ems),"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q654138
GWM06100907I149,2,30,Uelzen,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q15989
GWM06100907I149,2,31,Banjica,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'concentration camps operated by Nazi Germany', 'nan', 'Svetozar Vujković', 'Banjica']",http://www.wikidata.org/entity/Q2882582
GWM06100907I149,2,32,Witten,"['Witten', 'Q107647548', 'nan', 'nan', 'list of subcamps of Buchenwald', 'nan', 'nan', 'Außenlager Annener Gußstahlwerk des KZ Buchenwald', 'nan', 'nan']",http://www.wikidata.org/entity/Q3764
GWM06100907I149,2,33,Meppen,"['nan', 'Versen concentration camp', 'nan', 'nan', 'Germany', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q15977
GWM06100907I149,2,34,Beendorf,"['nan', 'nan', 'Beendorf', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q554878
GWM06100907I149,2,37,Jaworzno,"['nan', 'nan', 'nan', '?', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q158006
GWM06100907I149,2,38,Gmina Słońsk,"['Gmina Słońsk', 'nan', 'nan', 'Poland', 'concentration camps operated by Nazi Germany', 'nan', 'nan', 'nan', 'nan', 'SDOD38']",http://www.wikidata.org/entity/Q2459201
GWM06100907I149,2,41,Neukirchen an der Vöckla,"['nan', 'nan', 'nan', 'nan', 'Redl-Zipf concentration camp', 'nan', '?', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q680451
GWM06100907I149,2,42,Halberstadt,"['?', 'nan', 'SDOD42', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q7072
GWM06100907I149,2,43,Findorff,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",http://www.wikidata.org/entity/Q882727
GWM06100907I149,2,45,Oświęcim County,"['Category:People who died in Auschwitz concentration camp', 'Oświęcim', 'nan', 'Rudolf Höss', 'nan', 'Auschwitz concentration camp', 'nan', 'Auschwitz II-Birkenau concentration camp', 'nan', '1940-05-20T00:00:00Z']",http://www.wikidata.org/entity/Q1147618
